ID,MSSubClass,MSZoning.C..all.,MSZoning.FV,MSZoning.RH,MSZoning.RL,MSZoning.RM,log.LotFrontage,log.LotArea,Street.Grvl,Street.Pave,Alley.Grvl,Alley.None,Alley.Pave,LotShape.IR1,LotShape.IR2,LotShape.IR3,LotShape.Reg,LandContour.Bnk,LandContour.HLS,LandContour.Low,LandContour.Lvl,Utilities.AllPub,Utilities.NoSeWa,LotConfig.Corner,LotConfig.CulDSac,LotConfig.FR2,LotConfig.FR3,LotConfig.Inside,LandSlope.Gtl,LandSlope.Mod,LandSlope.Sev,Neighborhood.Blmngtn,Neighborhood.Blueste,Neighborhood.BrDale,Neighborhood.BrkSide,Neighborhood.ClearCr,Neighborhood.CollgCr,Neighborhood.Crawfor,Neighborhood.Edwards,Neighborhood.Gilbert,Neighborhood.IDOTRR,Neighborhood.MeadowV,Neighborhood.Mitchel,Neighborhood.NAmes,Neighborhood.NoRidge,Neighborhood.NPkVill,Neighborhood.NridgHt,Neighborhood.NWAmes,Neighborhood.OldTown,Neighborhood.Sawyer,Neighborhood.SawyerW,Neighborhood.Somerst,Neighborhood.StoneBr,Neighborhood.SWISU,Neighborhood.Timber,Neighborhood.Veenker,Condition1.Artery,Condition1.Feedr,Condition1.Norm,Condition1.PosA,Condition1.PosN,Condition1.RRAe,Condition1.RRAn,Condition1.RRNe,Condition1.RRNn,Condition2.Artery,Condition2.Feedr,Condition2.Norm,Condition2.PosA,Condition2.PosN,Condition2.RRAe,Condition2.RRAn,Condition2.RRNn,BldgType.1Fam,BldgType.2fmCon,BldgType.Duplex,BldgType.Twnhs,BldgType.TwnhsE,HouseStyle.1.5Fin,HouseStyle.1.5Unf,HouseStyle.1Story,HouseStyle.2.5Fin,HouseStyle.2.5Unf,HouseStyle.2Story,HouseStyle.SFoyer,HouseStyle.SLvl,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle.Flat,RoofStyle.Gable,RoofStyle.Gambrel,RoofStyle.Hip,RoofStyle.Mansard,RoofStyle.Shed,RoofMatl.ClyTile,RoofMatl.CompShg,RoofMatl.Membran,RoofMatl.Metal,RoofMatl.Roll,RoofMatl.Tar.Grv,RoofMatl.WdShake,RoofMatl.WdShngl,Exterior1st.AsbShng,Exterior1st.AsphShn,Exterior1st.BrkComm,Exterior1st.BrkFace,Exterior1st.CBlock,Exterior1st.CemntBd,Exterior1st.HdBoard,Exterior1st.ImStucc,Exterior1st.MetalSd,Exterior1st.Plywood,Exterior1st.Stone,Exterior1st.Stucco,Exterior1st.VinylSd,Exterior1st.Wd.Sdng,Exterior1st.WdShing,Exterior2nd.AsbShng,Exterior2nd.AsphShn,Exterior2nd.Brk.Cmn,Exterior2nd.BrkFace,Exterior2nd.CBlock,Exterior2nd.CmentBd,Exterior2nd.HdBoard,Exterior2nd.ImStucc,Exterior2nd.MetalSd,Exterior2nd.Other,Exterior2nd.Plywood,Exterior2nd.Stone,Exterior2nd.Stucco,Exterior2nd.VinylSd,Exterior2nd.Wd.Sdng,Exterior2nd.Wd.Shng,MasVnrType.BrkCmn,MasVnrType.BrkFace,MasVnrType.None,MasVnrType.Stone,log.MasVnrArea,ExterQual.Ex,ExterQual.Fa,ExterQual.Gd,ExterQual.TA,ExterCond.Ex,ExterCond.Fa,ExterCond.Gd,ExterCond.Po,ExterCond.TA,Foundation.BrkTil,Foundation.CBlock,Foundation.PConc,Foundation.Slab,Foundation.Stone,Foundation.Wood,BsmtQual.Ex,BsmtQual.Fa,BsmtQual.Gd,BsmtQual.None,BsmtQual.TA,BsmtCond.Fa,BsmtCond.Gd,BsmtCond.None,BsmtCond.Po,BsmtCond.TA,BsmtExposure.Av,BsmtExposure.Gd,BsmtExposure.Mn,BsmtExposure.No,BsmtExposure.None,BsmtFinType1.ALQ,BsmtFinType1.BLQ,BsmtFinType1.GLQ,BsmtFinType1.LwQ,BsmtFinType1.None,BsmtFinType1.Rec,BsmtFinType1.Unf,log.BsmtFinSF1,BsmtFinType2.ALQ,BsmtFinType2.BLQ,BsmtFinType2.GLQ,BsmtFinType2.LwQ,BsmtFinType2.None,BsmtFinType2.Rec,BsmtFinType2.Unf,BsmtFinSF2,log.BsmtUnfSF,log.TotalBsmtSF,Heating.Floor,Heating.GasA,Heating.GasW,Heating.Grav,Heating.OthW,Heating.Wall,HeatingQC.Ex,HeatingQC.Fa,HeatingQC.Gd,HeatingQC.Po,HeatingQC.TA,CentralAir.N,CentralAir.Y,Electrical.FuseA,Electrical.FuseF,Electrical.FuseP,Electrical.Mix,Electrical.SBrkr,log.X1stFlrSF,log.X2ndFlrSF,LowQualFinSF,log.GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual.Ex,KitchenQual.Fa,KitchenQual.Gd,KitchenQual.TA,TotRmsAbvGrd,Functional.Maj1,Functional.Maj2,Functional.Min1,Functional.Min2,Functional.Mod,Functional.Sev,Functional.Typ,Fireplaces,FireplaceQu.Ex,FireplaceQu.Fa,FireplaceQu.Gd,FireplaceQu.None,FireplaceQu.Po,FireplaceQu.TA,GarageType.2Types,GarageType.Attchd,GarageType.Basment,GarageType.BuiltIn,GarageType.CarPort,GarageType.Detchd,GarageType.None,GarageYrBlt,GarageFinish.Fin,GarageFinish.RFn,GarageFinish.Unf,GarageCars,log.GarageArea,GarageQual.Ex,GarageQual.Fa,GarageQual.Gd,GarageQual.Po,GarageQual.TA,GarageCond.Ex,GarageCond.Fa,GarageCond.Gd,GarageCond.Po,GarageCond.TA,PavedDrive.N,PavedDrive.P,PavedDrive.Y,log.WoodDeckSF,log.OpenPorchSF,log.EnclosedPorch,log.X3SsnPorch,log.ScreenPorch,PoolArea,log.PoolArea,PoolQC.Ex,PoolQC.Fa,PoolQC.Gd,PoolQC.None,Fence.GdPrv,Fence.GdWo,Fence.MnPrv,Fence.MnWw,Fence.None,MiscFeature.Gar2,MiscFeature.None,MiscFeature.Othr,MiscFeature.Shed,MiscFeature.TenC,log.MiscVal,MoSold,YrSold,SaleType.COD,SaleType.Con,SaleType.ConLD,SaleType.ConLI,SaleType.ConLw,SaleType.CWD,SaleType.New,SaleType.Oth,SaleType.WD,SaleCondition.Abnorml,SaleCondition.AdjLand,SaleCondition.Alloca,SaleCondition.Family,SaleCondition.Normal,SaleCondition.Partial,log.SalePrice
11,20,0,0,0,1,0,4.262679877,9.323758339,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,1965,1965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,6.81014245,0,0,0,0,0,0,1,0,4.905274778,6.947937069,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.947937069,0,0,6.947937069,1,0,1,0,3,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1965,0,0,1,1,5.953243334,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,2,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.77143616
12,60,0,0,0,1,0,4.454347296,9.386392316,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,9,5,2005,2006,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5.659482216,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.906754779,0,0,0,0,0,0,1,0,5.18178355,7.069874128,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.075808864,7.041411664,0,7.751475318,1,0,3,0,4,1,1,0,0,0,11,0,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,1,0,0,0,2005,1,0,0,3,6.602587892,0,0,0,0,1,0,0,0,0,1,0,0,1,4.997212274,3.091042453,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.7512997
13,20,0,0,0,1,0,0,9.470317173,0,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1962,1962,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6.603943825,0,0,0,0,0,0,1,0,5.170483995,6.816735881,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6.816735881,0,0,6.816735881,1,0,1,0,2,1,0,0,0,1,4,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1962,0,0,1,1,5.866468057,0,0,0,0,1,0,0,0,0,1,0,0,1,4.94875989,0,0,0,5.176149733,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.87756858
14,20,0,0,0,1,0,4.521788577,9.273596822,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,7,5,2006,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,5.726847748,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.309881486,7.309881486,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.309881486,0,0,7.309881486,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2006,0,1,0,3,6.73459166,0,0,0,0,1,0,0,0,0,1,0,0,1,5.081404365,3.526360525,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,8,2007,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.54075757
15,20,0,0,0,1,0,0,9.29844282,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,5,1960,1960,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,5.361292166,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,6.598509029,0,0,0,0,0,0,1,0,6.255750042,7.134093721,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7.134093721,0,0,7.134093721,1,0,1,1,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1960,0,1,0,1,5.866468057,0,0,0,0,1,0,0,0,0,1,0,0,1,0,5.365976015,5.176149733,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,5,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.96400108
16,45,0,0,0,0,1,3.951243719,8.719480761,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,8,1929,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.725033642,6.725033642,0,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6.751101469,0,0,6.751101469,0,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1991,0,0,1,2,6.357842267,0,0,0,0,1,0,0,0,0,1,0,0,1,3.891820298,4.727387819,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,7,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7905572
17,20,0,0,0,1,0,0,9.327412044,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,6,7,1970,1970,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,5.198497031,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,6.361302478,0,0,0,0,0,0,1,0,6.056784013,6.91274282,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.91274282,0,0,6.91274282,1,0,1,0,2,1,0,0,0,1,5,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1970,1,0,0,2,6.17586727,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.552507887,3,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.91170158
18,90,0,0,0,1,0,4.290459441,9.286560398,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,4,5,1967,1967,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7.167809184,0,0,7.167809184,0,0,2,0,2,2,0,0,0,1,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1967,0,0,1,2,6.248042875,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,6.216606101,10,2006,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.40756495
19,20,0,0,0,1,0,4.204692619,9.524859098,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,5,2004,2004,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.472346295,0,0,0,0,0,0,1,0,6.150602768,7.016609684,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.016609684,0,0,7.016609684,1,0,1,1,3,1,0,0,1,0,6,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,2004,0,0,1,2,6.357842267,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.634728988,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.97665948
20,20,0,0,0,1,0,4.262679877,8.930758736,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,6,1958,1965,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,6.224558429,0,0,0,0,0,0,1,0,6.265301213,6.937314081,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,7.200424893,0,0,7.200424893,0,0,1,0,3,1,0,0,0,1,6,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1958,0,0,1,1,5.686975356,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,2009,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,11.84222921
21,60,0,0,0,1,0,4.624972813,9.56212337,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,8,5,2005,2006,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.942799375,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.055312843,7.055312843,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.055312843,7.105786129,0,7.773594467,0,0,3,1,4,1,0,0,1,0,9,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2005,0,1,0,3,6.749931194,0,0,0,0,1,0,0,0,0,1,0,0,1,5.484796933,5.043425117,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,11,2006,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,12.69250311
22,45,0,0,0,0,1,4.060443011,8.915969311,0,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,7,7,1930,1950,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,6.458338283,6.458338283,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,7.011213987,0,0,7.011213987,0,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1930,0,0,1,1,5.638354669,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,5.327876169,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.84510278
23,20,0,0,0,1,0,4.33073334,9.184304357,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2002,2002,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,5.641907071,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.483244416,7.483244416,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.493317249,0,0,7.493317249,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2002,0,1,0,2,6.282266747,0,0,0,0,1,0,0,0,0,1,0,0,1,5.147494477,5.075173815,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,9,2008,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.34583459
24,120,0,0,0,0,1,3.80666249,8.34877454,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,5,7,1976,1976,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,6.73459166,0,0,0,0,0,0,1,0,5.303304908,6.947937069,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,6.966967139,0,0,6.966967139,1,0,1,0,3,1,0,0,0,1,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1976,0,0,1,2,6.350885717,0,0,0,0,1,0,0,0,0,1,0,0,1,4.615120517,4.709530201,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,6,2007,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.7745202
25,20,0,0,0,1,0,0,9.017604777,0,1,0,1,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,5,8,1968,2001,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,5.241747015,1,0,0,0,0,0,0,668,5.323009979,6.966967139,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,6.966967139,0,0,6.966967139,1,0,1,0,3,1,0,0,1,0,6,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,0,1968,0,0,1,1,5.602118821,0,0,0,0,1,0,0,0,0,1,0,0,1,6.008813185,4.510859507,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,5,2010,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,11.94470788
26,20,0,0,0,1,0,4.709530201,9.563177963,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,8,5,2007,2007,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,6.463029457,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,7.356918242,7.356918242,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,7.378383713,0,0,7.378383713,0,0,2,0,3,1,0,0,1,0,7,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,2007,0,1,0,3,6.792344427,0,0,0,0,1,0,0,0,0,1,0,0,1,0,4.043051268,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,7,2009,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,12.45410391
